Pool,Ticker,Type,Trade_Count,Win_Count,Total_Return,Avg_Return,Return_Std,Win_Rate
Toxic,RIOT,Normal,536,301,0.7135006418724363,0.0013311579139411126,0.06270299331699587,0.5615671641791045
Toxic,RIOT,TOTM,122,60,0.039761326397196345,0.00032591251145242905,0.06254583936437491,0.4918032786885246
Toxic,AMC,Holiday,24,14,0.04450193914457705,0.001854247464357377,0.06621307093460309,0.5833333333333334
Toxic,AMC,Normal,434,246,1.118315729690195,0.0025767643541248736,0.07132142603135935,0.5668202764976958
Toxic,AMC,TOTM,94,53,1.0108433056471005,0.010753652187735111,0.09413160820145275,0.5638297872340425
Toxic,GME,Holiday,19,12,0.2525345769707555,0.013291293524776605,0.04922009988235471,0.631578947368421
Toxic,GME,Normal,382,196,-2.1400285898884706,-0.0056021690834776715,0.08613906400907027,0.5130890052356021
Toxic,GME,TOTM,79,47,1.3297815236965884,0.01683267751514669,0.06530227271559658,0.5949367088607594
Toxic,BB,Holiday,14,10,0.19265814131700076,0.013761295808357197,0.03525890560950094,0.7142857142857143
Toxic,BB,Normal,377,174,-1.2598723443650783,-0.0033418364572017994,0.041790445193353336,0.46153846153846156
Toxic,BB,TOTM,74,40,0.327843792895483,0.004430321525614635,0.054574113739752746,0.5405405405405406
Toxic,KOSS,Holiday,22,14,-0.8792021494198652,-0.039963734064539326,0.224689693817809,0.6363636363636364
Toxic,KOSS,Normal,387,240,0.6460689633027072,0.0016694288457434296,0.13920446957098803,0.6201550387596899
Toxic,KOSS,TOTM,92,64,0.5570361043644251,0.006054740264830707,0.07889916765828385,0.6956521739130435
Toxic,BBBY,Holiday,26,15,0.08066985047555494,0.003102686556752113,0.03788183709777076,0.5769230769230769
Toxic,BBBY,Normal,458,255,1.7048694054246203,0.003722422282586507,0.057947775284699465,0.5567685589519651
Toxic,BBBY,TOTM,85,42,-0.3850913355312455,-0.004530486300367595,0.06393027963346129,0.49411764705882355
