Ticker,Pool,Threshold,Events,Win Rate,Avg Fade Return
BBBY,Toxic,0.025,216,0.5416666666666666,0.003648150660030505
BE,Asset,0.025,229,0.5021834061135371,-0.006220935697061749
BIRD,Toxic,0.025,112,0.6339285714285714,0.00784965070265292
BRK-B,Asset,0.025,20,0.4,-0.0020130532117418366
BROS,Asset,0.025,50,0.52,-0.0012459027691799195
BYND,Toxic,0.025,150,0.5866666666666667,0.007153620954853042
BZFD,Toxic,0.025,89,0.6741573033707865,0.020376644279905938
CCJ,Asset,0.025,92,0.5652173913043478,-0.0009207658321806142
CEG,Asset,0.025,37,0.5405405405405406,-0.002562745210742406
CELH,Asset,0.025,183,0.5573770491803278,0.005248296092605997
CIFR,Asset,0.025,260,0.5923076923076923,0.007435684946649839
CLOV,Toxic,0.025,118,0.5847457627118644,0.012559976681363053
CRWD,Asset,0.025,88,0.4772727272727273,-0.0034765818549453865
CVNA,Toxic,0.025,180,0.5444444444444444,0.0008547532551561361
DDOG,Asset,0.025,92,0.5,4.037218067881572e-05
DNA,Toxic,0.025,144,0.6319444444444444,0.011710319901228837
DOCN,Asset,0.025,80,0.45,-0.0020414086677313955
DUOL,Asset,0.025,52,0.5384615384615384,0.0009604332830157832
EOSE,Asset,0.025,191,0.5654450261780105,-0.0013080697583113437
FI,Asset,0.025,34,0.38235294117647056,-0.0037151085571700817
FUBO,Asset,0.025,212,0.5283018867924528,0.010614463707403312
GLD,Asset,0.025,6,0.3333333333333333,-0.002426601347228841
GLW,Asset,0.025,49,0.5102040816326531,-0.001434875358874379
GME,Toxic,0.025,148,0.4864864864864865,-0.00558721212357718
GOOG,Asset,0.025,54,0.5740740740740741,0.0027978160375927656
GRAB,Asset,0.025,96,0.6458333333333334,0.008878682198739801
HIMS,Asset,0.025,124,0.6048387096774194,0.009806127459340515
HOOD,Asset,0.025,108,0.5277777777777778,0.003245917261487895
IBM,Asset,0.025,29,0.3103448275862069,-0.0033108723914539923
IONQ,Asset,0.025,176,0.6136363636363636,0.0038485552819116555
IREN,Asset,0.025,230,0.5739130434782609,0.006420963977619048
KOSS,Toxic,0.025,348,0.7385057471264368,0.017726717765577316
KTOS,Asset,0.025,115,0.5217391304347826,-0.0012565731280273274
LCID,Toxic,0.025,116,0.5517241379310345,0.00031200568000706034
LEU,Asset,0.025,336,0.6636904761904762,0.011335450437425695
LRCX,Asset,0.025,134,0.417910447761194,-0.0034974249552655622
LTBR,Asset,0.025,384,0.6953125,0.021762917645309493
LUMN,Asset,0.025,86,0.5581395348837209,0.0015521725298168667
MARA,Toxic,0.025,590,0.6050847457627119,0.00854113944014564
MCD,Asset,0.025,18,0.4444444444444444,-0.001356094022895563
MGK,Asset,0.025,18,0.5,0.003964042519493439
MP,Asset,0.025,150,0.5866666666666667,0.006816171683664608
MRVL,Asset,0.025,162,0.5432098765432098,0.004514135128620706
MSFT,Asset,0.025,43,0.5116279069767442,-0.002525295453161733
MU,Asset,0.025,183,0.4644808743169399,-0.003583120408701493
NET,Asset,0.025,117,0.5299145299145299,0.001800224661803772
NLR,Asset,0.025,23,0.6086956521739131,0.006166066738125639
NVDA,Asset,0.025,151,0.45695364238410596,-0.0010716155981929792
NVO,Asset,0.025,117,0.5470085470085471,0.0016284836933628214
NVTS,Asset,0.025,154,0.5584415584415584,-0.0024935402951948944
OKLO,Asset,0.025,101,0.5247524752475248,-0.007506871459964544
ON,Asset,0.025,144,0.4652777777777778,-0.005398048317304432
ONDS,Asset,0.025,204,0.5931372549019608,0.010650943389213642
OPEN,Toxic,0.025,227,0.5506607929515418,0.0038094048589009184
ORCL,Asset,0.025,48,0.6041666666666666,0.005202636076342795
OSCR,Asset,0.025,80,0.4625,0.0009302642872568465
PANW,Asset,0.025,76,0.5263157894736842,0.000935704755583715
PLTR,Asset,0.025,116,0.5689655172413793,0.0046394289971579865
POWI,Asset,0.025,58,0.5,-0.0037513547932063055
PSNY,Toxic,0.025,89,0.5955056179775281,0.009262556830456965
PTON,Toxic,0.025,112,0.45535714285714285,-0.0031318610408661287
QBTS,Asset,0.025,232,0.6422413793103449,0.011261746626697235
QCOM,Asset,0.025,74,0.5540540540540541,0.0014634205876158418
REAL,Toxic,0.025,170,0.5235294117647059,0.000678563011295447
REMX,Asset,0.025,123,0.3252032520325203,-0.004756767595500542
RENT,Toxic,0.025,110,0.6454545454545455,0.0177559022857199
RIOT,Toxic,0.025,520,0.5634615384615385,0.0026075638207819635
RXRX,Asset,0.025,111,0.5225225225225225,0.00497586133268501
SHOP,Asset,0.025,147,0.5306122448979592,0.0029757696141646003
SIVR,Asset,0.025,87,0.5057471264367817,0.0005423442348420738
SMR,Asset,0.025,157,0.5923566878980892,0.006623338230379157
SOFI,Asset,0.025,121,0.5454545454545454,0.006892134209250755
SOUN,Asset,0.025,167,0.6167664670658682,0.013759978060107928
SPOT,Asset,0.025,83,0.5662650602409639,0.0034752742556792525
STX,Asset,0.025,71,0.5070422535211268,0.00614277255625712
TMDX,Asset,0.025,90,0.5555555555555556,0.004802166924979793
TSLA,Asset,0.025,207,0.5265700483091788,-0.0003445745968003313
TSM,Asset,0.025,131,0.5190839694656488,0.0014343058576499971
TTD,Asset,0.025,135,0.4740740740740741,-0.010249081218865573
U,Asset,0.025,126,0.5317460317460317,0.006194470568761245
UAMY,Asset,0.025,619,0.5945072697899838,0.02128608698494226
UBER,Asset,0.025,94,0.5212765957446809,-0.0017322734962634788
UNH,Asset,0.025,40,0.525,-0.0014381419451920336
UPST,Toxic,0.025,176,0.4943181818181818,-0.0039289774550721945
UUUU,Asset,0.025,238,0.5756302521008403,0.005863253727167614
V,Asset,0.025,32,0.46875,-0.0016449367002077627
VOO,Asset,0.025,15,0.5333333333333333,0.004273116245532383
VST,Asset,0.025,66,0.4696969696969697,0.0016185077400816086
WWR,Asset,0.025,425,0.7058823529411765,0.015262803357201947
ABAT,Asset,0.03,442,0.6628959276018099,0.02565252604122296
ABNB,Asset,0.03,32,0.46875,-0.002001055175539423
ACHR,Asset,0.03,116,0.5603448275862069,-0.0003107588677661039
ADBE,Asset,0.03,35,0.6285714285714286,0.003312506863727082
AFRM,Toxic,0.03,103,0.5242718446601942,-0.005655174009114316
AMC,Toxic,0.03,166,0.5783132530120482,0.001344208723357003
AMD,Asset,0.03,124,0.532258064516129,-0.0011758509951709864
AMZN,Asset,0.03,47,0.574468085106383,0.005837650469930087
ANET,Asset,0.03,63,0.4603174603174603,-0.0008213493696103966
APP,Asset,0.03,71,0.5492957746478874,0.007890743149358538
BB,Toxic,0.03,81,0.49382716049382713,-0.0002991541851177031
BBBY,Toxic,0.03,156,0.532051282051282,0.004693077523589874
BE,Asset,0.03,170,0.47058823529411764,-0.012135807849834172
BIRD,Toxic,0.03,67,0.7014925373134329,0.013929450237411486
BRK-B,Asset,0.03,12,0.4166666666666667,-0.0008189435385696787
BROS,Asset,0.03,34,0.5294117647058824,-0.0035365216022540495
BYND,Toxic,0.03,117,0.5384615384615384,0.00469885202678268
BZFD,Toxic,0.03,65,0.676923076923077,0.02221719560722889
CCJ,Asset,0.03,57,0.5087719298245614,-0.003083703721148924
CEG,Asset,0.03,29,0.6551724137931034,0.0005573491869070173
CELH,Asset,0.03,129,0.5736434108527132,0.007882891500525213
CIFR,Asset,0.03,216,0.6111111111111112,0.00887009101917264
CLOV,Toxic,0.03,85,0.5411764705882353,0.01064227783246731
CRWD,Asset,0.03,70,0.4714285714285714,-0.0019076877773072016
CVNA,Toxic,0.03,152,0.5592105263157895,0.0020191764827993406
DDOG,Asset,0.03,69,0.463768115942029,-0.003253311918018051
DNA,Toxic,0.03,108,0.6296296296296297,0.012500059242311692
DOCN,Asset,0.03,52,0.4807692307692308,0.0007529000822240895
DUOL,Asset,0.03,34,0.5,-0.005864481167926414
EOSE,Asset,0.03,151,0.5695364238410596,-0.002288269938065716
FI,Asset,0.03,19,0.47368421052631576,0.004290346019427026
FUBO,Asset,0.03,168,0.5416666666666666,0.013892954625568055
GLW,Asset,0.03,40,0.525,-0.0019084822059095032
GME,Toxic,0.03,120,0.49166666666666664,-0.004065757687026473
GOOG,Asset,0.03,45,0.5333333333333333,0.0007667694061725698
GRAB,Asset,0.03,74,0.6621621621621622,0.012206267374497322
HIMS,Asset,0.03,95,0.6210526315789474,0.013552120363818275
HOOD,Asset,0.03,79,0.5316455696202531,0.006947986485538646
IBM,Asset,0.03,22,0.36363636363636365,-0.003533776623982514
IONQ,Asset,0.03,139,0.6546762589928058,0.00814696468838987
IREN,Asset,0.03,183,0.5573770491803278,0.005004385307665419
KOSS,Toxic,0.03,270,0.737037037037037,0.018720344296170338
KTOS,Asset,0.03,82,0.5487804878048781,-0.003010216813658751
LCID,Toxic,0.03,91,0.5384615384615384,-0.00020287022514928847
LEU,Asset,0.03,269,0.6765799256505576,0.011828365632876333
LRCX,Asset,0.03,73,0.4794520547945205,-0.003545573287019939
LTBR,Asset,0.03,303,0.693069306930693,0.02007847635838951
LUMN,Asset,0.03,68,0.5735294117647058,0.003460552739366338
MARA,Toxic,0.03,500,0.608,0.008218886134523712
MCD,Asset,0.03,10,0.4,-0.006601684347983019
MGK,Asset,0.03,11,0.36363636363636365,-0.0025960467014924673
MP,Asset,0.03,106,0.6037735849056604,0.008632988293989688
MRVL,Asset,0.03,110,0.5,0.002772387803620427
MSFT,Asset,0.03,32,0.46875,-0.0069268382746527106
MU,Asset,0.03,123,0.5203252032520326,-0.00028195762711845693
NET,Asset,0.03,75,0.56,0.0015976767396984745
NLR,Asset,0.03,15,0.4666666666666667,-0.0017333139934982977
NVDA,Asset,0.03,101,0.4752475247524752,0.001093719686610227
NVO,Asset,0.03,74,0.5540540540540541,0.0015597897247687518
NVTS,Asset,0.03,113,0.5663716814159292,0.0005341200798677278
OKLO,Asset,0.03,84,0.5238095238095238,-0.006499425699321904
ON,Asset,0.03,99,0.47474747474747475,-0.005633174010021054
ONDS,Asset,0.03,159,0.5911949685534591,0.014048999950744987
OPEN,Toxic,0.03,185,0.5297297297297298,0.004543490120940675
ORCL,Asset,0.03,37,0.6756756756756757,0.009998913207390325
OSCR,Asset,0.03,63,0.4603174603174603,0.004744182405592323
PANW,Asset,0.03,54,0.5370370370370371,0.001155438050768894
PLTR,Asset,0.03,84,0.5476190476190477,0.0049832380012784176
POWI,Asset,0.03,40,0.5,-0.0051198151896659294
PSNY,Toxic,0.03,67,0.582089552238806,0.010377969604154564
PTON,Toxic,0.03,87,0.47126436781609193,-0.002319557441996971
QBTS,Asset,0.03,190,0.6578947368421053,0.014088645361790674
QCOM,Asset,0.03,48,0.625,0.0034327454904506762
REAL,Toxic,0.03,123,0.5284552845528455,0.0002693546489165878
REMX,Asset,0.03,76,0.3157894736842105,-0.005930082451041343
RENT,Toxic,0.03,77,0.6493506493506493,0.015740763796691006
RIOT,Toxic,0.03,421,0.5676959619952494,0.0024937020443661483
RXRX,Asset,0.03,85,0.4588235294117647,-0.0011054560177844667
SHOP,Asset,0.03,106,0.5,0.0003061066141568112
SIVR,Asset,0.03,49,0.4489795918367347,-0.0007692594168295639
SMR,Asset,0.03,122,0.5737704918032787,0.006063632339513206
SOFI,Asset,0.03,86,0.5348837209302325,0.008580558078232553
SOUN,Asset,0.03,127,0.6299212598425197,0.017479799050150485
SPOT,Asset,0.03,62,0.5645161290322581,0.0034769741561749756
STX,Asset,0.03,48,0.4375,0.0013248590646748163
TMDX,Asset,0.03,66,0.5606060606060606,0.004945242171919039
TSLA,Asset,0.03,149,0.5704697986577181,0.0013758560668372674
TSM,Asset,0.03,80,0.5125,0.0005640910654940483
TTD,Asset,0.03,94,0.4574468085106383,-0.01219304848730979
U,Asset,0.03,87,0.4942528735632184,0.0014153935190600437
UAMY,Asset,0.03,525,0.5961904761904762,0.021575197113890932
UBER,Asset,0.03,78,0.5128205128205128,-0.002357605702568057
UNH,Asset,0.03,32,0.53125,-0.0011548686975474472
UPST,Toxic,0.03,122,0.5081967213114754,-0.001845306194075727
UUUU,Asset,0.03,170,0.5470588235294118,0.005333359652916992
V,Asset,0.03,23,0.43478260869565216,-0.00264744562795025
VOO,Asset,0.03,10,0.4,0.002531912945083945
VST,Asset,0.03,46,0.5217391304347826,0.0016330290896656695
WWR,Asset,0.03,327,0.7186544342507645,0.019967177538983184
